case,openings,hammer_events,trr_events,para_events,bitflips,critical_bitflips,noncritical_bitflips,critical_trr_events,noncritical_trr_events,critical_para_events,noncritical_para_events,budget_blocks,budget_resets,prob_checks,prob_successes,para_checks,para_successes,budget_used_final_window,memory_system_cycles,num_read_reqs_0,read_latency_0,avg_read_latency_0,queue_len_avg_0,read_queue_len_avg_0,priority_queue_len_avg_0,row_conflicts_0,read_row_conflicts_0,row_misses_0,read_row_misses_0,row_hits_0,read_row_hits_0
trr_sec_h2_ps1_linear_nr256,72,5,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_linear_nr64,72,19,0,0,8,1,7,0,0,0,0,0,0,37,8,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr128,72,14,0,0,5,0,5,0,0,0,0,0,0,27,5,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr256,72,5,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_sigmoid_nr64,72,19,0,0,6,0,6,0,0,0,0,0,0,37,6,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr128,72,14,0,0,27,2,25,0,0,0,0,0,0,27,27,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr256,72,5,0,0,10,1,9,0,0,0,0,0,0,10,10,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps1_step_nr64,72,19,0,0,37,2,35,0,0,0,0,0,0,37,37,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_linear_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_sigmoid_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps2_step_nr64,72,19,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_linear_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_sigmoid_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h2_ps3_step_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps1_step_nr64,72,2,0,0,4,0,4,0,0,0,0,0,0,4,4,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps2_step_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_linear_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_sigmoid_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr128,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr256,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_sec_h4_ps3_step_nr64,72,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps1_linear_nr1024,72,72,0,0,32,1,31,0,0,0,0,0,0,144,32,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps1_linear_nr128,82,82,10,0,41,3,38,2,8,0,0,0,0,152,41,0,0,0/32,188449,72,9412,130.722229,0.0506131649,0.0419423841,0.00867078081,42,42,30,30,0,0
trr_uniform_h1_ps1_linear_nr256,74,74,2,0,35,1,34,1,1,0,0,0,0,146,35,0,0,0/32,188020,72,5011,69.5972214,0.0207371563,0.0188224651,0.0019146899,43,43,29,29,0,0
trr_uniform_h1_ps1_linear_nr64,94,94,22,0,45,5,40,0,22,0,0,0,0,163,45,0,0,0/32,189290,72,22263,309.208344,0.129129902,0.109530352,0.0195995569,37,37,35,35,0,0
trr_uniform_h1_ps1_sigmoid_nr1024,72,72,0,0,10,1,9,0,0,0,0,0,0,144,10,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps1_sigmoid_nr128,85,85,13,0,15,1,14,2,11,0,0,0,0,155,15,0,0,0/32,188600,72,12867,178.708328,0.0713891834,0.0598409325,0.01154825,42,42,30,30,0,0
trr_uniform_h1_ps1_sigmoid_nr256,75,75,3,0,13,1,12,1,2,0,0,0,0,147,13,0,0,0/32,188075,72,5066,70.3611145,0.0223634187,0.0191093981,0.00325402105,43,43,29,29,0,0
trr_uniform_h1_ps1_sigmoid_nr64,109,109,37,0,18,1,17,3,34,0,0,0,0,178,18,0,0,0/32,190333,72,36980,513.611084,0.222320884,0.186520472,0.0358004123,35,35,37,37,0,0
trr_uniform_h1_ps1_step_nr1024,72,72,0,0,144,8,136,0,0,0,0,0,0,144,144,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps1_step_nr128,72,72,0,0,142,8,134,0,0,0,0,0,0,142,142,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps1_step_nr256,72,72,0,0,144,8,136,0,0,0,0,0,0,144,144,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps1_step_nr64,72,72,0,0,141,8,133,0,0,0,0,0,0,141,141,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps2_linear_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps2_linear_nr128,90,90,18,0,12,2,10,1,17,0,0,0,0,53,12,0,0,0/32,188921,72,14739,204.708328,0.0893442258,0.069918111,0.0194261093,41,41,31,31,0,0
trr_uniform_h1_ps2_linear_nr256,74,74,2,0,6,0,6,1,1,0,0,0,0,26,6,0,0,0/32,188020,72,5011,69.5972214,0.0207371563,0.0188224651,0.0019146899,43,43,29,29,0,0
trr_uniform_h1_ps2_linear_nr64,111,111,39,0,19,0,19,4,35,0,0,0,0,77,19,0,0,0/32,190492,72,37512,521,0.227647349,0.189262539,0.0383848138,34,34,38,38,0,0
trr_uniform_h1_ps2_sigmoid_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps2_sigmoid_nr128,94,94,22,0,10,2,8,2,20,0,0,0,0,55,10,0,0,0/32,189038,72,15418,214.138885,0.103386618,0.0734667107,0.0299199112,41,41,31,31,0,0
trr_uniform_h1_ps2_sigmoid_nr256,74,74,2,0,6,0,6,1,1,0,0,0,0,26,6,0,0,0/32,188020,72,5011,69.5972214,0.0207371563,0.0188224651,0.0019146899,43,43,29,29,0,0
trr_uniform_h1_ps2_sigmoid_nr64,120,120,48,0,11,0,11,5,43,0,0,0,0,79,11,0,0,0/32,190643,72,38472,534.333313,0.244671986,0.194148228,0.0505237542,34,34,38,38,0,0
trr_uniform_h1_ps2_step_nr1024,72,72,0,0,3,0,3,0,0,0,0,0,0,3,3,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps2_step_nr128,72,72,0,0,43,2,41,0,0,0,0,0,0,43,43,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps2_step_nr256,72,72,0,0,25,1,24,0,0,0,0,0,0,25,25,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps2_step_nr64,72,72,0,0,57,3,54,0,0,0,0,0,0,57,57,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps3_linear_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps3_linear_nr128,98,98,26,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0/32,189408,72,22011,305.708344,0.135052368,0.107967988,0.0270843897,41,41,31,31,0,0
trr_uniform_h1_ps3_linear_nr256,76,76,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0/32,188130,72,5121,71.125,0.0251581352,0.0193961617,0.00576197309,43,43,29,29,0,0
trr_uniform_h1_ps3_linear_nr64,132,132,60,0,0,0,0,5,55,0,0,0,0,0,0,0,0,0/32,191268,72,48064,667.555542,0.307484776,0.243543088,0.0639416948,31,31,41,41,0,0
trr_uniform_h1_ps3_sigmoid_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps3_sigmoid_nr128,98,98,26,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0/32,189408,72,22011,305.708344,0.135052368,0.107967988,0.0270843897,41,41,31,31,0,0
trr_uniform_h1_ps3_sigmoid_nr256,76,76,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0/32,188130,72,5121,71.125,0.0251581352,0.0193961617,0.00576197309,43,43,29,29,0,0
trr_uniform_h1_ps3_sigmoid_nr64,132,132,60,0,0,0,0,5,55,0,0,0,0,0,0,0,0,0/32,191268,72,48064,667.555542,0.307484776,0.243543088,0.0639416948,31,31,41,41,0,0
trr_uniform_h1_ps3_step_nr1024,72,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h1_ps3_step_nr128,98,98,26,0,0,0,0,3,23,0,0,0,0,0,0,0,0,0/32,189408,72,22011,305.708344,0.135052368,0.107967988,0.0270843897,41,41,31,31,0,0
trr_uniform_h1_ps3_step_nr256,76,76,4,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0/32,188130,72,5121,71.125,0.0251581352,0.0193961617,0.00576197309,43,43,29,29,0,0
trr_uniform_h1_ps3_step_nr64,132,132,60,0,0,0,0,5,55,0,0,0,0,0,0,0,0,0/32,191268,72,48064,667.555542,0.307484776,0.243543088,0.0639416948,31,31,41,41,0,0
trr_uniform_h2_ps1_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_linear_nr128,72,14,0,0,6,0,6,0,0,0,0,0,0,27,6,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_linear_nr256,72,5,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_linear_nr64,72,19,0,0,8,1,7,0,0,0,0,0,0,37,8,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_sigmoid_nr128,72,14,0,0,5,0,5,0,0,0,0,0,0,27,5,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_sigmoid_nr256,72,5,0,0,1,0,1,0,0,0,0,0,0,10,1,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_sigmoid_nr64,72,19,0,0,6,0,6,0,0,0,0,0,0,37,6,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_step_nr128,72,14,0,0,27,2,25,0,0,0,0,0,0,27,27,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_step_nr256,72,5,0,0,10,1,9,0,0,0,0,0,0,10,10,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps1_step_nr64,72,19,0,0,37,2,35,0,0,0,0,0,0,37,37,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_linear_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_linear_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_linear_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_linear_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_sigmoid_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_sigmoid_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_sigmoid_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_sigmoid_nr64,72,19,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_step_nr1024,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_step_nr128,72,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_step_nr256,72,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
trr_uniform_h2_ps2_step_nr64,72,19,0,0,5,0,5,0,0,0,0,0,0,5,5,0,0,0/32,187910,72,4901,68.0694427,0.0186099727,0.018248098,0.000361875369,44,44,28,28,0,0
